venue,event_uid,venue_uid,start_date,end_date,lat,lon,address,city,zip,url,artist_uid,start_dt,end_dt,event_days,event_mth,season,flood_season,venue_event_groupby,venue_artist_groupby
The Art Institute of Houston North (AIH North),6683512,6259055,2012-03-02,2012-03-29,29.939859499999997,-95.5452039,10740 North Gessner Drive,houston,77064.0,www.artinstitutes.edu/houston-north/,16557767.0,2012-03-02,2012-03-29,27,3,spring,no,1,1
The Audley Society,3324796,10586287,2011-07-23,2011-07-23,29.7361883469388,-95.4262017755102,3231 Audley Street,houston,77098.0,,1864704.0,2011-07-23,2011-07-23,0,7,summer,yes,2,19
The Barn,9946757,1088463,2014-05-02,2014-05-03,29.7551722,-95.3503068,2201 Preston Street,houston,77003.0,,1599282.0,2014-05-02,2014-05-03,1,5,spring,yes,1,4
The Beer Can House,14877319,14182952,2008-03-06,2008-12-31,29.763782199999998,-95.4190711,222 Malone Street,houston,77007.0,www.orangeshow.org/beercan.html,9386340.0,2008-03-06,2008-12-31,300,3,spring,no,1,1
The Black Box (San Jacinto College South),1043480,14603859,2015-03-03,2015-03-31,29.6040443,-95.2284853,13735 Beamer Road,houston,77089.0,www.sanjac.edu,11203505.0,2015-03-03,2015-03-31,28,3,spring,no,2,2
The Brandon,774547,13020476,2014-09-06,2014-10-18,29.742694666666697,-95.4024456666667,1709 Westheimer Road,houston,77098.0,www.thebrandoncontemporary.com,6652679.0,2014-09-06,2014-10-18,42,9,fall,yes,19,64
The Brayerroom,10326204,807204,2011-08-21,2011-08-21,29.723104,-95.40168299999999,1708 Sunset Boulevard,houston,77005.0,thebrayerroom.wordpress.com,3979934.0,2011-08-21,2011-08-21,0,8,summer,yes,1,3
The Bryan Museum,1945997,13360379,2019-06-15,2019-06-15,29.2974184,-94.78900340000001,1315 21st Street,galveston,77550.0,www.thebryanmuseum.org,7390165.0,2019-06-15,2019-06-15,0,6,summer,yes,5,1
The Capitol at St. Germain,1931177,3934682,2012-08-30,2012-08-30,29.758967699999996,-95.3631083,705 Main Street,houston,77002.0,www.thecapitolhouston.com,15088070.0,2012-08-30,2012-08-30,0,8,summer,yes,1,3
The Center for Art and Photography at Celebration Company (Jewish Family Service),4632742,9725714,2017-08-07,2017-10-06,29.6880365,-95.4462358,4131 South Braeswood Boulevard,houston,77025.0,www.celebrationcompany.org,,2017-08-07,2017-10-06,60,8,summer,yes,1,0
The Collective at the Midtown Art Center Tea Room,1521188,863478,2011-09-16,2011-10-01,29.7376529591837,-95.37482242857142,1413 Holman Street,houston,77004.0,,1454150.0,2011-09-16,2011-10-01,15,9,fall,yes,12,81
The Community Artists' Collective,336723,11786582,2017-09-14,2017-10-14,29.7346417,-95.3798594,"4101 San Jacinto Street, Suite 116",houston,77004.0,thecollective.org,2842284.0,2017-09-14,2017-10-14,30,9,fall,yes,22,23
The Contemporary Art Guys Museum,5129269,3850762,2008-10-11,2008-09-28,29.8493658633252,-95.42311870308279,5757 Knox Street,houston,77091.0,theartguys.com,13376856.0,2008-09-28,2008-10-11,13,9,fall,yes,1,1
The Continental Club,15255807,15218974,2013-04-27,2013-04-27,29.7384755,-95.37978609999999,3700 Main Street,houston,77002.0,www.continentalclub.com/Houston.html,,2013-04-27,2013-04-27,0,4,spring,no,1,0
The DeLuxe Theater,4438438,3029537,2018-03-24,2018-03-24,29.7760605,-95.3366626,3303 Lyons Avenue,houston,77020.0,www.thedeluxetheater.com,,2018-03-24,2018-03-24,0,3,spring,no,1,0
The Doshi House Cafe,10267430,16533364,2013-11-07,2013-11-30,29.733211454545497,-95.3659181818182,3419 Dowling Street,houston,77004.0,,14583837.0,2013-11-07,2013-11-30,23,11,fall,no,1,1
The Duende Art Project,1594465,7582503,2016-01-09,2016-02-09,29.7535472,-95.3940621,1208 West Gray Street,houston,77019.0,www.duendeartproject.com,15193264.0,2016-01-09,2016-02-09,31,1,winter,no,3,3
The East-Klectic,11373495,5045215,2015-01-31,2015-02-01,29.740658000000003,-95.33841,4101 Dallas Street,houston,77023.0,,,2015-01-31,2015-02-01,1,1,winter,no,1,0
The Fat Cap Gallery,1980609,5687413,2019-06-15,2019-07-13,29.749919899999995,-95.35407190000001,912 Saint Charles Street,houston,77003.0,thefatcap.net,12891617.0,2019-06-15,2019-07-13,28,6,summer,yes,1,1
The Galleria,5244654,13076333,2016-04-19,2016-04-23,29.740566433333303,-95.4635921666667,5085 Westheimer Road,houston,77056.0,www.simon.com/mall/default.aspx?ID=805,7231887.0,2016-04-19,2016-04-23,4,4,spring,no,2,3
The Gallery (HCC Central),603078,4839648,2018-01-29,2018-02-17,29.7375592857143,-95.37506677551019,3517 Austin Street,houston,77004.0,central.hccs.edu/events/event-title-241647-en.html,10594149.0,2018-01-29,2018-02-17,19,1,winter,no,22,55
The Gimp Room at the Glass Peacock,5957570,2683950,2015-11-07,2016-01-02,29.7787916,-95.3729244,Glass Peacock,houston,77008.0,www.facebook.com/gimproom,10902285.0,2015-11-07,2016-01-02,56,11,fall,no,2,2
The H Gallery,1299102,11000839,2009-02-11,2009-02-20,29.717553999999996,-95.414141,2356 Rice Boulevard,houston,77005.0,www.hungrysgallery.com,12300031.0,2009-02-11,2009-02-20,9,2,winter,no,19,30
The Heights Theater,3089032,2145467,2018-01-26,2018-01-26,29.803191899999998,-95.4050573,339 West 19th Street,houston,77008.0,theheightstheater.com,16316832.0,2018-01-26,2018-01-26,0,1,winter,no,3,2
The Heritage Society,9651047,2074378,2018-08-16,2019-01-12,29.7593071,-95.3733798,1100 Bagby Street,houston,77002.0,www.heritagesociety.org,,2018-08-16,2019-01-12,149,8,summer,yes,2,0
The Home of Hannah and David Jans,6810602,15195508,2012-10-20,2012-10-20,29.716621000000004,-95.309771,6728 Sylvan Street,houston,77023.0,,6513372.0,2012-10-20,2012-10-20,0,10,fall,yes,1,2
The Houston Foundry,1046141,10725400,2016-03-26,2016-03-27,29.774359399999998,-95.3508324,1712 Burnett Street,houston,77029.0,,829537.0,2016-03-26,2016-03-27,1,3,spring,no,4,23
The Houston Studios,13444124,1759779,2016-03-18,2016-03-18,29.763834000000003,-95.360087,"110 Main Street, Suite #200",houston,77002.0,www.thehoustonstudio.com,1476196.0,2016-03-18,2016-03-18,0,3,spring,no,1,5
The Houstonian,13451724,7555162,2019-03-30,2019-03-30,29.767613,-95.4626537,111 North Post Oak Lane,houston,77024.0,www.houstonian.com,,2019-03-30,2019-03-30,0,3,spring,no,1,0
The Institute For Hispanic Culture,5632894,12744439,2019-05-02,2019-05-18,29.737163,-95.42709599999999,3315 Sul Ross Street,houston,77098.0,www.ihch.org,3471755.0,2019-05-02,2019-05-18,16,5,spring,yes,3,2
The Joanna Gallery,216044,6617588,2007-12-01,2007-12-25,29.736883000000002,-95.39582800000001,1401 Branard Street,houston,77006.0,www.thejoanna.org,6510722.0,2007-12-01,2007-12-25,24,12,winter,no,35,80
The Joannex,570398,10339974,2010-07-31,2010-07-31,29.736883000000002,-95.39582800000001,1401 Branard Street,houston,77006.0,thejoanna.org,211814.0,2010-07-31,2010-07-31,0,7,summer,yes,9,25
The Kenmore (Box 13 ArtSpace),6607497,15346963,2011-10-01,2011-10-01,29.737292800000002,-95.3081826,"6700 Harrisburg Boulevard, 1st Floor",houston,77011.0,www.the-kenmore.blogspot.com,9945760.0,2011-10-01,2011-10-01,0,10,fall,yes,3,5
The Louis and Annie Friedman Clock Tower,6895859,11633450,2013-09-28,2014-03-29,29.762613399999996,-95.3621888,301 Milam Street,houston,77002.0,,,2013-09-28,2014-03-29,182,9,fall,yes,1,0
The Menil Collection,1258665,4747014,2014-11-22,2014-11-22,29.737713,-95.39785285714291,1515 Sul Ross Street,houston,77006.0,menil.org,1857827.0,2014-11-22,2014-11-22,0,11,fall,no,25,52
The Mission,1426403,16193029,2014-06-19,2014-06-19,29.733177387755102,-95.39100818367349,4411 Montrose Boulevard,houston,77006.0,themissionprojects.com.,1188410.0,2014-06-19,2014-06-19,0,6,summer,yes,8,13
"The Museum of Drawing, Houston",3779642,1664149,2016-06-11,2016-08-31,29.790559899999998,-95.392948,628 East 11th Street,houston,77008.0,www.modhouston.org,,2016-06-11,2016-08-31,81,6,summer,yes,1,0
The National Museum of Funeral History,6807618,13572636,2018-02-01,2018-12-31,29.989419199999997,-95.43051949999999,415 Barren Springs Drive,houston,77090.0,nmfh.org,4744580.0,2018-02-01,2018-12-31,333,2,winter,no,2,1
The Next Door Gallery,3552367,13354262,2016-01-07,2016-02-07,29.749825800000004,-95.396475,2020 Waugh Drive,houston,77006.0,,7858621.0,2016-01-07,2016-02-07,31,1,winter,no,2,2
The Printing Museum,81295,11058957,2013-10-12,2013-10-12,29.755440999999998,-95.396957,1324 West Clay Street,houston,77019.0,www.printingmuseum.org,1373987.0,2013-10-12,2013-10-12,0,10,fall,yes,74,91
The Raven Grill,13208463,8321535,2014-12-03,2015-01-03,29.7257245510204,-95.4055497346939,1916 Bissonnet Street,houston,77005.0,www.theravengrill.com,5127959.0,2014-12-03,2015-01-03,31,12,winter,no,2,2
The Record Ranch Gallery (Cactus Music),3452965,3555411,2015-06-05,2015-07-29,29.733490553096498,-95.41089561645309,2110 Portsmouth Street,houston,77098.0,www.cactusmusictx.com,7889095.0,2015-06-05,2015-07-29,54,6,summer,yes,9,26
The Sculpture Workshop Houston,16709925,15830094,2013-03-23,2013-03-24,29.774331686868702,-95.40120672727271,4020 Koehler Street,houston,77007.0,thesculptureworkshop.com,1317777.0,2013-03-23,2013-03-24,1,3,spring,no,1,20
The Second Bedroom,6528052,1714973,2016-06-11,2016-07-09,29.734696999999997,-95.407719,1920 Richmond Avenue,houston,77098.0,www.thesecondbedroom.gallery/exhibitions/,5549363.0,2016-06-11,2016-07-09,28,6,summer,yes,2,2
The Secret Group,1203689,5655105,2017-02-09,2017-02-10,29.7489221,-95.35887840000001,2101 Polk Street,houston,77003.0,www.thesecretgrouphtx.com,,2017-02-09,2017-02-10,1,2,winter,no,3,0
The Silo,2594747,11414200,2011-07-23,2011-07-24,29.766352342105304,-95.3232972894737,415 Schweikhardt Street,houston,77020.0,,3740936.0,2011-07-23,2011-07-24,1,7,summer,yes,1,1
The Silos on Sawyer,290977,6480276,2017-05-06,2017-05-06,29.771835,-95.381568,1502 Sawyer Street,houston,77007.0,www.thesilosonsawyer.com,6029411.0,2017-05-06,2017-05-06,0,5,spring,yes,45,37
The Solar Studios (Rice University),4899072,16104638,2018-03-23,2018-04-23,29.7140486,-95.408227,"6100 Main Street, Alumni Drive @ College Way",houston,77030.0,,,2018-03-23,2018-04-23,31,3,spring,no,2,0
The Space HTX,8859896,10882108,2019-01-18,2019-01-18,29.758527299999997,-95.3525802,2005 Commerce Street,houston,77002.0,www.thespacehtx.com,,2019-01-18,2019-01-18,0,1,winter,no,1,0
The Studio @ Splendora Gardens,2537235,8856522,2017-02-11,2017-03-06,30.268812,-95.1599987,26041 Midline Road,cleveland,77328.0,,11274938.0,2017-02-11,2017-03-06,23,2,winter,no,8,1
The Studio of Anthony Day and Justine Waitkus,14512367,1426933,2012-06-23,2012-06-23,29.747899,-95.393348,2401 Van Buren Street,houston,77006.0,,15005915.0,2012-06-23,2012-06-23,0,6,summer,yes,1,1
The TANK Space,653924,13080435,2017-05-20,2017-09-09,29.775684100000003,-95.3788949,1824 Spring Street,houston,77007.0,www.springstreetstudios.info,8717238.0,2017-05-20,2017-09-09,112,5,spring,yes,6,6
The Temple,16740273,5823921,2011-08-13,2011-08-13,29.749784100000003,-95.3537195,"2300 McKinney, 4th Floor",houston,77003.0,,3300008.0,2011-08-13,2011-08-13,0,8,summer,yes,1,1
The Temporary Space,462842,1959807,2010-03-12,2010-04-04,29.7681062244898,-95.3539984081633,1320 Nance Street,houston,77002.0,www.thetemporaryspace.com,6063264.0,2010-03-12,2010-04-04,23,3,spring,no,6,34
The Tipping Point,9741015,13988569,2011-07-30,2011-08-25,29.755338122449004,-95.36630851020409,1212 Main Street,houston,77002.0,www.thetippingpointstore.com,8306446.0,2011-07-30,2011-08-25,26,7,summer,yes,1,1
The Tremont House,1531353,6953705,2011-10-14,2011-12-18,29.3062114,-94.7948092,2300 Ship Mechanic Row Street,galveston,77550.0,www.galveston.com/thetremonthouse/,761622.0,2011-10-14,2011-12-18,65,10,fall,yes,1,2
The UNIT Store,5479915,5271019,2015-02-14,2015-05-02,29.775376899999998,-95.3765494,"1824 Spring Street, #110",houston,77007.0,theunitblog.com,9681244.0,2015-02-14,2015-05-02,77,2,winter,no,2,2
The Union,6164652,5553094,2018-05-18,2018-06-30,29.7675261,-95.3845802,2315 Union Street,houston,77007.0,www.theunionhtx.com,6892215.0,2018-05-18,2018-06-30,43,5,spring,yes,4,1
"The University of Houston, Main Campus (UH)",164038,7546246,2013-10-25,2013-10-26,29.7214917,-95.34402021281521,4800 Calhoun Road,houston,77004.0,www.uh.edu,9130890.0,2013-10-25,2013-10-26,1,10,fall,yes,9,14
The Waterworks in Buffalo Bayou Park,1694091,2484744,2019-09-05,2019-09-05,29.763512199999997,-95.3792642,105 Sabine Street,houston,77007.0,buffalobayou.org/visit/destination/buffalo-bayou-park/#water-works,7058790.0,2019-09-05,2019-09-05,0,9,fall,yes,1,1
The Wendy,2389098,10483389,2013-11-16,2013-11-16,29.7436431578947,-95.3955217368421,1374 Westheimer Road,houston,77006.0,,793844.0,2013-11-16,2013-11-16,0,11,fall,no,1,4
The Woodlands High School,11851073,8441850,2019-04-11,2019-04-11,30.1943386,-95.5041172,6101 Research Forest Drive,the woodlands,77381.0,twhsat.weebly.com,,2019-04-11,2019-04-11,0,4,spring,no,1,0
Third Space (UH),2084167,1246353,2016-04-13,2016-04-29,29.724505199999996,-95.342471,"4188 Elgin Street, Room 100",houston,77204.0,,1256580.0,2016-04-13,2016-04-29,16,4,spring,no,10,12
Thornwood Gallery,102489,6495752,2011-02-19,2011-03-19,29.734763857142898,-95.41922971428569,2643 Colquitt Street,houston,77098.0,www.thornwoodgallery.com,845348.0,2011-02-19,2011-03-19,28,2,winter,no,17,9
Tienda X,10042309,10278896,2018-03-10,2018-04-14,29.738999100000004,-95.3987207,1420 West Alabama Street,houston,77006.0,,,2018-03-10,2018-04-14,35,3,spring,no,1,0
Tomo Mags,2161170,3029515,2016-06-25,2016-06-26,29.738590999999996,-95.3905517,703 West Alabama Street,houston,77006.0,,2896395.0,2016-06-25,2016-06-26,1,6,summer,yes,10,9
Tony’s Corner Pocket,1801901,16190209,2018-02-03,2018-02-28,29.7575561,-95.379005,817 West Dallas Street,houston,77019.0,www.facebook.com/tonyscornerpocket/,10715914.0,2018-02-03,2018-02-28,25,2,winter,no,1,1
Total Plaza,2833821,3214624,2014-03-16,2014-07-30,29.7565278,-95.3685713818705,1601 West Alabama Street,houston,77002.0,,4014364.0,2014-03-16,2014-07-30,136,3,spring,no,9,12
Tradition Bank Gallery,9951355,9926839,2011-09-19,2011-09-30,29.728318122449004,-95.39112995918371,5020 Montrose Boulevard,houston,77006.0,,,2011-09-19,2011-09-30,11,9,fall,yes,1,0
Transart Foundation for Art and Anthropology,9396486,1315886,2019-03-29,2019-05-29,29.738831800000003,-95.3971229,1412 West Alabama Street,houston,77006.0,,6099470.0,2019-03-29,2019-05-29,61,3,spring,no,3,2
Travis Tower,230333,9733210,2007-10-02,2008-01-11,29.75457,-95.3667,1301 Main Street,houston,77002.0,www.travistower.com,6120160.0,2007-10-02,2008-01-11,101,10,fall,yes,4,15
Tunnel System Beneath The Esperson Building,11590294,1136467,2014-02-21,2014-02-21,29.758883775510203,-95.3648098367347,808 Travis Street,houston,77002.0,,13848379.0,2014-02-21,2014-02-21,0,2,winter,no,2,2
Two Allen Center,8409935,7417402,2017-09-18,2017-11-17,29.7569962,-95.37103909999999,1200 Smith Street,houston,77002.0,,1266453.0,2017-09-18,2017-11-17,60,9,fall,yes,6,5
Tx/Rx Labs,3985362,3843275,2018-12-01,2018-12-01,29.7509371836735,-95.3404534693878,205 Roberts Street,houston,77003.0,www.txrxlabs.org,3583478.0,2018-12-01,2018-12-01,0,12,winter,no,2,2
UNIX Gallery,1856139,3463717,2016-06-03,2016-08-26,29.732777000000002,-95.39289570000001,"4411 Montrose Boulevard, Suite C",houston,77006.0,www.unixgallery.com,3287964.0,2016-06-03,2016-08-26,84,6,summer,yes,6,12
UP Art Studio,2564095,15075089,2013-11-16,2013-11-16,29.809202387755104,-95.3900136938775,6521 North Main Street,houston,77009.0,www.facebook.com/UpArtStudio,6932267.0,2013-11-16,2013-11-16,0,11,fall,no,11,25
URBN Dental Midtown,4606808,14173671,2018-08-24,2018-09-30,29.739495,-95.3814217,3510 Main Street Suite E,houston,77002.0,www.urbndental.com,,2018-08-24,2018-09-30,37,8,summer,yes,1,0
Under the Radar Brewery,15498096,11395000,2018-04-05,2018-04-05,29.734181,-95.37594200000001,1506 Truxillo Street,houston,77004.0,www.undertheradarbrewery.com,,2018-04-05,2018-04-05,0,4,spring,no,1,0
"United Way, Houston",3946687,5903810,2011-09-07,2011-09-07,29.767106400000003,-95.3984896303076,50 Waugh Drive,houston,77007.0,www.unitedwayhouston.org,1837960.0,2011-09-07,2011-09-07,0,9,fall,yes,2,4
University Academic Center (HBU),177101,3368192,2017-11-04,2017-11-04,29.6980291836735,-95.51527863265311,7502 Fondren Road,houston,77074.0,,1448724.0,2017-11-04,2017-11-04,0,11,fall,no,9,8
University Academic Center Gallery (HBU),1449673,3141046,2016-10-27,2016-12-09,29.6980291836735,-95.51527863265311,7502 Fondren Road,houston,77074.0,www.hbu.edu/artgallery,713026.0,2016-10-27,2016-12-09,43,10,fall,yes,8,7
University of Houston Clear Lake (UHCL),246754,13521856,2017-11-09,2017-12-15,29.5825359,-95.0983531,2700 Bay Area Boulevard,houston,77058.0,,,2017-11-09,2017-12-15,36,11,fall,no,5,0
University of Houston School of Art (UH),2897340,8582368,2018-11-27,2018-11-27,29.7248985,-95.3428602,4173 Elgin Street,houston,77004.0,www.uh.edu/class/art/,8592067.0,2018-11-27,2018-11-27,0,11,fall,no,22,5
University of Houston Student Center South (UH),11447202,9274477,2019-04-04,2019-04-08,29.720323999999998,-95.340902,4455 University Drive,houston,77204.0,www.uh.edu,3979934.0,2019-04-04,2019-04-08,4,4,spring,no,1,1
University of Houston at Sugar Land (UH Sugar Land),8821100,11334523,2019-02-06,2019-02-06,29.5752059,-95.65267800000001,14000 University Boulevard,sugar land,77479.0,www.uh.edu/sugarland/,,2019-02-06,2019-02-06,0,2,winter,no,1,0
"University of Houston, Clear Lake Art Gallery (UHCL)",1444360,6394891,2016-01-21,2016-03-31,29.577578230769202,-95.1066882307692,2700 Bay Area Boulevard,houston,77058.0,prtl.uhcl.edu/portal/page/portal/HSH/HOME/U,6924764.0,2016-01-21,2016-03-31,70,1,winter,no,22,14
Upper Kirby Building,1871311,8678283,2009-06-06,2009-06-07,29.733586600000002,-95.4240589497719,3015 Richmond Avenue,houston,77098.0,,4804786.0,2009-06-06,2009-06-07,1,6,summer,yes,1,1
Urban Lofts,12309753,11041996,2012-03-17,2012-03-17,29.7531796666667,-95.3817583333333,177 West Gray Street,houston,77019.0,,8368294.0,2012-03-17,2012-03-17,0,3,spring,no,1,1
V The Gallery at Villagio Town Center,4084095,6478977,2011-07-15,2011-08-08,29.7355547,-95.7633113,"22756 Westheimer Parkway, #180",katy,77450.0,www.vthegallery.com,920535.0,2011-07-15,2011-08-08,24,7,summer,yes,1,4
Vanishing Point Cafe,9985313,14132823,2013-06-08,2013-06-08,29.3058385,-94.7927191,2411 Grand Street,galveston,77550.0,,13447660.0,2013-06-08,2013-06-08,0,6,summer,yes,1,1
Vaughan Christopher Gallery,914786,6029270,2009-05-07,2009-05-21,29.755053999999998,-95.40972590000001,1217 South Shepherd Drive,houston,77019.0,www.vaughanchristopher.com,7730040.0,2009-05-07,2009-05-21,14,5,spring,yes,8,31
Villains,3405508,4331112,2016-01-13,2016-01-13,29.758545,-95.35077700000001,2001 Commerce Street,houston,77002.0,www.villainshouston.com,13351447.0,2016-01-13,2016-01-13,0,1,winter,no,1,1
Vinal Edge Records,12266339,6049204,2014-05-10,2014-07-31,29.803002632653104,-95.4000845918367,239 West 19th Street,houston,77008.0,www.vinaledge.com,3497527.0,2014-05-10,2014-07-31,82,5,spring,yes,1,3
Vine Sreet Studios Building,8033939,11001812,2007-06-23,2007-08-18,29.76786625,-95.35710575,1113 Vine Street,houston,77002.0,www.rudolphprojects.com,1314650.0,2007-06-23,2007-08-18,56,6,summer,yes,1,1
Visionary Heights,12568169,14055130,2017-11-11,2017-11-11,29.7952229,-95.40813309999999,1331 Nicholson Street,houston,77008.0,visionaryheights.com,,2017-11-11,2017-11-11,0,11,fall,no,1,0
Vox Culture Warehouse,12868046,15500881,2011-06-18,2011-06-18,29.7774055,-95.4110918,8570 Katy Freeway,houston,77007.0,voxculturehouston.org,4754419.0,2011-06-18,2011-06-18,0,6,summer,yes,1,5
Wade Wilson Art,44381,3255090,2014-01-10,2014-02-15,29.732777000000002,-95.39070699999999,"4411 Montrose Boulevard, Suite #200",houston,77006.0,www.wadewilsonart.com,5715259.0,2014-01-10,2014-02-15,36,1,winter,no,62,64
Wagner Sousa Modern Art,2293942,4993577,2010-08-28,2010-10-02,29.3046863913043,-94.7959973478261,404 25th Street,galveston,77550.0,www.wagnersousamodernart.com,10557744.0,2010-08-28,2010-10-02,35,8,summer,yes,14,16
Walter's Downtown,7167011,582724,2017-09-09,2017-09-10,29.7697908,-95.35963290000001,1120 Naylor Street,houston,77002.0,www.waltersdowntown.com,,2017-09-09,2017-09-10,1,9,fall,yes,1,0
War'hous Visual Studio,923646,6838236,2012-11-03,2012-11-04,29.732058000000002,-95.384508,4715 Main Street,houston,77004.0,www.warhous.com,13351447.0,2012-11-03,2012-11-04,1,11,fall,no,10,26
Warehouse Live,8709186,12600090,2012-09-27,2012-09-28,29.747526699999998,-95.3584466,813 Saint Emanuel Street,houston,77003.0,www.warehouselive.com,,2012-09-27,2012-09-28,1,9,fall,yes,1,0
Watercolor Art Society,13313,13357951,2019-03-03,2019-04-04,29.738370899999996,-95.39954190000002,1601 West Alabama Street,houston,77006.0,www.watercolorhouston.org,14153765.0,2019-03-03,2019-04-04,32,3,spring,no,11,30
Watermark Fine Art,3160881,9611157,2007-09-08,2007-10-17,29.7347099183673,-95.4197898163265,3503 Lake Street,houston,77098.0,www.watermarkfineart.com,1099197.0,2007-09-08,2007-10-17,39,9,fall,yes,6,3
Wedge International Tower,15908490,19644,2012-02-16,2012-02-16,29.755307000000002,-95.36994314285721,1415 Louisiana Street,houston,77002.0,,,2012-02-16,2012-02-16,0,2,winter,no,1,0
Wedge Space,752049,12205918,2018-07-02,2018-08-06,29.704663500000002,-95.29979820000001,"6815 Rustic Street, Felix Morales Building",houston,77087.0,wedgespace.tumblr.com,1602640.0,2018-07-02,2018-08-06,35,7,summer,yes,14,12
Wesley Community Center,4754288,8062818,2018-10-26,2018-10-26,29.7811968,-95.3533891,1410 Lee Street,houston,77009.0,www.wesleyhousehouston.org/about-us/contact-us/,,2018-10-26,2018-10-26,0,10,fall,yes,1,0
West Alabama Icehouse,15689056,6065063,2016-11-26,2016-11-26,29.7383825,-95.4100223,1919 West Alabama Street,houston,77098.0,,3920185.0,2016-11-26,2016-11-26,0,11,fall,no,1,1
West Ave. River Oaks,16126459,1552307,2015-04-25,2015-07-05,29.740757000000002,-95.41886099999999,2800 Kirby Drive,houston,77098.0,,4650842.0,2015-04-25,2015-07-05,71,4,spring,no,1,2
Westheimer Block Party,9720286,4623546,2007-10-13,2007-10-13,29.744681,-95.38493000000001,300 Westheimer Road,houston,77006.0,www.freepresshouston.com,12767.0,2007-10-13,2007-10-13,0,10,fall,yes,1,25
Westheimer Road & Hillcroft Street,16177410,2563396,2013-09-20,2013-09-20,29.737777,-95.48735400000001,6000 Westheimer Road,houston,77057.0,,15205179.0,2013-09-20,2013-09-20,0,9,fall,yes,1,1
Westheimer Street Festival,99300,3260883,2009-03-28,2009-03-28,29.7448235,-95.387463,300-500 Westheimer Road,houston,77006.0,,4619779.0,2009-03-28,2009-03-28,0,3,spring,no,2,11
What Have You,9564144,716100,2015-10-16,2015-10-17,29.73105,-95.32752020000001,1308 Telephone Road,houston,77023.0,www.whathaveyou.us,16208012.0,2015-10-16,2015-10-17,1,10,fall,yes,1,1
White Linen Night in the Heights,2621609,16198179,2011-08-06,2011-08-06,29.8029356,-95.39923990000001,200 & 300 Block of West 19th Street,houston,77008.0,whitelinennightheights.com,1509293.0,2011-08-06,2011-08-06,0,8,summer,yes,2,6
White Oak Bayou,4106511,13936768,2013-05-14,2013-05-14,29.8203173,-95.44931190000001,TC Jester Boulevard @ Tidwell Road,houston,77091.0,en.wikipedia.org/wiki/White_Oak_Bayou,9236534.0,2013-05-14,2013-05-14,0,5,spring,yes,1,1
White Oak Music Hall,6052641,1794329,2017-09-10,2017-09-10,29.785813300000004,-95.3668186,2915 North Main Street,houston,77009.0,www.whiteoakmusichall.com,,2017-09-10,2017-09-10,0,9,fall,yes,1,0
White Space,13984547,5483912,2014-02-07,2014-02-07,29.781685923076896,-95.3892216923077,2914 White Oak Drive,houston,77007.0,,,2014-02-07,2014-02-07,0,2,winter,no,1,0
Wilhelmina Cullen Robertson Auditorium (UHD),8584905,5043966,2014-09-05,2014-09-05,29.7246365,-95.39056190000001,1 Main Street,houston,77002.0,,,2014-09-05,2014-09-05,0,9,fall,yes,1,0
William P. Hobby Airport,7256095,5503135,2016-10-25,2016-10-25,29.6529506,-95.2766507,7800 Airport Boulevard,houston,77061.0,www.fly2houston.com/hou/overview/,,2016-10-25,2016-10-25,0,10,fall,yes,1,0
Williams Tower Gallery,95014,1540059,2011-06-16,2011-07-20,29.737803999999997,-95.460759,2800 Post Oak Boulevard,houston,77056.0,,687393.0,2011-06-16,2011-07-20,34,6,summer,yes,65,229
Wilson Montessori,5000421,10024156,2017-05-12,2017-05-12,29.7477447,-95.3989488,2100 Yupon Street,houston,77006.0,www.houstonisd.org/wilsonmontessori,,2017-05-12,2017-05-12,0,5,spring,yes,1,0
Windows On Main,15414058,10664583,2012-12-06,2012-12-06,29.741428000000003,-95.377081,3620 Main Street,houston,77002.0,,425220.0,2012-12-06,2012-12-06,0,12,winter,no,1,3
Winston Contemporary Art,1774763,14834432,2019-02-07,2019-03-16,29.7273762,-95.41827550000001,"2426 Bartlett Street, Suite D",houston,77098.0,wcahouston.com,12738263.0,2019-02-07,2019-03-16,37,2,winter,no,7,3
Winter Street Studios,15623,9976546,2016-11-18,2016-11-20,29.77187045,-95.3798089149235,2101 Winter Street,houston,77007.0,www.winterstreetstudios.net,8790129.0,2016-11-18,2016-11-20,2,11,fall,no,43,79
Wired Up,5013473,10958244,2017-05-06,2017-05-06,29.742402000000002,-95.4044437,2608 Dunlavy Street,houston,77006.0,,1808258.0,2017-05-06,2017-05-06,0,5,spring,yes,4,1
Wortham Center,7572645,13541359,2015-02-07,2015-02-07,29.7624638655581,-95.3668561123646,500 Texas Avenue,houston,77002.0,www.houstonfirsttheaters.com/worthamcenter.aspx,1488606.0,2015-02-07,2015-02-07,0,2,winter,no,1,6
Xnihilo Gallery,3406099,11347050,2009-05-08,2009-06-22,29.750092,-95.3856178571429,2115 Taft Street,houston,77006.0,www.xnil.org/v2/html/,620934.0,2009-05-08,2009-06-22,45,5,spring,yes,4,3
Zilkha Hall Stage (Hobby Center),3822016,11544313,2013-01-12,2013-01-12,29.761677000000002,-95.368883,800 Bagby Street,houston,77002.0,www.thehobbycenter.org/index.php?q=node/124,3833833.0,2013-01-12,2013-01-12,0,1,winter,no,4,14
Zoya Tommy Contemporary,134998,2838960,2015-11-06,2015-12-05,29.733177387755102,-95.39100818367349,4102 Fannin Street,houston,77004.0,www.zoyatommy.com,14673468.0,2015-11-06,2015-12-05,29,11,fall,no,46,49
