event_uid,venue_uid,start_date,end_date,venue,lat,lon,address,city,zip,url,artist_uid,start_dt,end_dt,event_days,event_mth,season,flood_season
6352243,9743125,2012-04-13,2012-05-31,Devin Borden Gallery,29.7367831,-95.3828569,3909 Main Street,houston,77002,www.devinborden.com,7329330,2012-04-13,2012-05-31,48,4,spring,no
6352243,9743125,2012-04-13,2012-05-31,Devin Borden Gallery,29.7367831,-95.3828569,3909 Main Street,houston,77002,www.devinborden.com,8489482,2012-04-13,2012-05-31,48,4,spring,no
6353332,6617588,2008-11-22,2008-12-06,The Joanna Gallery,29.736883,-95.395828,1401 Branard Street,houston,77006,www.thejoanna.org,383290,2008-11-22,2008-12-06,14,11,fall,no
6355900,2857335,2010-10-27,2010-10-27,G Gallery,29.7910235,-95.3949771,301 East 11 Street,houston,77008,www.ggalleryhouston.com,4325242,2010-10-27,2010-10-27,0,10,fall,yes
6358149,10137684,2019-02-02,2019-05-12,Houston Center for Contemporary Craft,29.730715804878,-95.3858012682927,4848 Main Street,houston,77002,www.crafthouston.org,NA,2019-02-02,2019-05-12,99,2,winter,no
6358392,4984980,2014-10-18,2014-10-31,18 Hands Gallery,29.8031846,-95.4012149,"249 West 19th Street, Suite B",houston,77008,www.18handsgallery.com,2501092,2014-10-18,2014-10-31,13,10,fall,yes
6358392,4984980,2014-10-18,2014-10-31,18 Hands Gallery,29.8031846,-95.4012149,"249 West 19th Street, Suite B",houston,77008,www.18handsgallery.com,4422749,2014-10-18,2014-10-31,13,10,fall,yes
6358392,4984980,2014-10-18,2014-10-31,18 Hands Gallery,29.8031846,-95.4012149,"249 West 19th Street, Suite B",houston,77008,www.18handsgallery.com,7588231,2014-10-18,2014-10-31,13,10,fall,yes
6358392,4984980,2014-10-18,2014-10-31,18 Hands Gallery,29.8031846,-95.4012149,"249 West 19th Street, Suite B",houston,77008,www.18handsgallery.com,11460904,2014-10-18,2014-10-31,13,10,fall,yes
6358392,4984980,2014-10-18,2014-10-31,18 Hands Gallery,29.8031846,-95.4012149,"249 West 19th Street, Suite B",houston,77008,www.18handsgallery.com,15335521,2014-10-18,2014-10-31,13,10,fall,yes
6359024,15938756,2009-04-01,2009-04-30,space125gallery (Houston Arts Alliance),29.759979,-95.400484,3201 Allen Parkway,houston,77019,www.haatx.com,1186541,2009-04-01,2009-04-30,29,4,spring,no
6359024,15938756,2009-04-01,2009-04-30,space125gallery (Houston Arts Alliance),29.759979,-95.400484,3201 Allen Parkway,houston,77019,www.haatx.com,4907487,2009-04-01,2009-04-30,29,4,spring,no
6359024,15938756,2009-04-01,2009-04-30,space125gallery (Houston Arts Alliance),29.759979,-95.400484,3201 Allen Parkway,houston,77019,www.haatx.com,13401496,2009-04-01,2009-04-30,29,4,spring,no
6360269,11856697,2012-03-22,2012-03-22,Lawndale Art Center,29.7296227954545,-95.3866608181818,4912 Main Street,houston,77002,www.lawndaleartcenter.org,11144809,2012-03-22,2012-03-22,0,3,spring,no
6360269,11856697,2012-03-22,2012-03-22,Lawndale Art Center,29.7296227954545,-95.3866608181818,4912 Main Street,houston,77002,www.lawndaleartcenter.org,13942892,2012-03-22,2012-03-22,0,3,spring,no
6361993,6022610,2010-07-10,2010-08-22,Houston Center for Photography,29.7386353673469,-95.3964656122449,1441 West Alabama Street,houston,77006,www.hcponline.org,5219074,2010-07-10,2010-08-22,43,7,summer,yes
6361993,6022610,2010-07-10,2010-08-22,Houston Center for Photography,29.7386353673469,-95.3964656122449,1441 West Alabama Street,houston,77006,www.hcponline.org,7833579,2010-07-10,2010-08-22,43,7,summer,yes
6361993,6022610,2010-07-10,2010-08-22,Houston Center for Photography,29.7386353673469,-95.3964656122449,1441 West Alabama Street,houston,77006,www.hcponline.org,14607814,2010-07-10,2010-08-22,43,7,summer,yes
6361993,6022610,2010-07-10,2010-08-22,Houston Center for Photography,29.7386353673469,-95.3964656122449,1441 West Alabama Street,houston,77006,www.hcponline.org,14657717,2010-07-10,2010-08-22,43,7,summer,yes
6366728,1077923,2015-05-15,2015-05-15,Aurora Picture Show,29.7272886610268,-95.4156053071649,2442 Bartlett Street,houston,77098,aurorapictureshow.org/pages/home.asp,12426077,2015-05-15,2015-05-15,0,5,spring,yes
6366728,1077923,2015-05-15,2015-05-15,Aurora Picture Show,29.7272886610268,-95.4156053071649,2442 Bartlett Street,houston,77098,aurorapictureshow.org/pages/home.asp,14284290,2015-05-15,2015-05-15,0,5,spring,yes
6371044,476776,2016-04-09,2016-05-14,Gray Contemporary,29.7346225,-95.4200989,3508 Lake Street,houston,77098,www.graycontemporary.com,11130833,2016-04-09,2016-05-14,35,4,spring,no
6372588,5231713,2008-01-26,2008-03-01,Barbara Davis Gallery,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.barbaradavisgallery.com,8616785,2008-01-26,2008-03-01,35,1,winter,no
6372588,5231713,2008-01-26,2008-03-01,Barbara Davis Gallery,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.barbaradavisgallery.com,8995701,2008-01-26,2008-03-01,35,1,winter,no
6372588,5231713,2008-01-26,2008-03-01,Barbara Davis Gallery,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.barbaradavisgallery.com,9227567,2008-01-26,2008-03-01,35,1,winter,no
6372588,5231713,2008-01-26,2008-03-01,Barbara Davis Gallery,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.barbaradavisgallery.com,12961795,2008-01-26,2008-03-01,35,1,winter,no
6372588,5231713,2008-01-26,2008-03-01,Barbara Davis Gallery,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.barbaradavisgallery.com,14034785,2008-01-26,2008-03-01,35,1,winter,no
6372588,5231713,2008-01-26,2008-03-01,Barbara Davis Gallery,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.barbaradavisgallery.com,14168480,2008-01-26,2008-03-01,35,1,winter,no
6372588,5231713,2008-01-26,2008-03-01,Barbara Davis Gallery,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.barbaradavisgallery.com,15572147,2008-01-26,2008-03-01,35,1,winter,no
6376849,1396764,2013-02-13,2013-03-09,Koelsch Gallery,29.7527419,-95.3940784,1020 Deden Street,houston,77006,www.koelschgallery.com,5127959,2013-02-13,2013-03-09,24,2,winter,no
6377930,7542497,2010-10-28,2010-11-17,New World Museum,29.7712488181818,-95.4146626818182,5230 Center Street,houston,77007,www.newworldmuseum.org,1602523,2010-10-28,2010-11-17,20,10,fall,yes
6377930,7542497,2010-10-28,2010-11-17,New World Museum,29.7712488181818,-95.4146626818182,5230 Center Street,houston,77007,www.newworldmuseum.org,7079972,2010-10-28,2010-11-17,20,10,fall,yes
6377930,7542497,2010-10-28,2010-11-17,New World Museum,29.7712488181818,-95.4146626818182,5230 Center Street,houston,77007,www.newworldmuseum.org,7376293,2010-10-28,2010-11-17,20,10,fall,yes
6377930,7542497,2010-10-28,2010-11-17,New World Museum,29.7712488181818,-95.4146626818182,5230 Center Street,houston,77007,www.newworldmuseum.org,9644654,2010-10-28,2010-11-17,20,10,fall,yes
6377930,7542497,2010-10-28,2010-11-17,New World Museum,29.7712488181818,-95.4146626818182,5230 Center Street,houston,77007,www.newworldmuseum.org,12506685,2010-10-28,2010-11-17,20,10,fall,yes
6377930,7542497,2010-10-28,2010-11-17,New World Museum,29.7712488181818,-95.4146626818182,5230 Center Street,houston,77007,www.newworldmuseum.org,12848111,2010-10-28,2010-11-17,20,10,fall,yes
6377930,7542497,2010-10-28,2010-11-17,New World Museum,29.7712488181818,-95.4146626818182,5230 Center Street,houston,77007,www.newworldmuseum.org,13649718,2010-10-28,2010-11-17,20,10,fall,yes
6377930,7542497,2010-10-28,2010-11-17,New World Museum,29.7712488181818,-95.4146626818182,5230 Center Street,houston,77007,www.newworldmuseum.org,14231298,2010-10-28,2010-11-17,20,10,fall,yes
6379482,9794617,2013-07-18,2013-07-19,Notsuoh,29.7621347142857,-95.3609501428571,314 Main Street,houston,77002,www.myspace.com/notsuohmusic,9236534,2013-07-18,2013-07-19,1,7,summer,yes
6380054,881985,2014-06-23,2014-08-22,Heritage Plaza Lobby,29.7591138979592,-95.3707293673469,1111 Bagby Street,houston,77002,NULL,16226514,2014-06-23,2014-08-22,60,6,summer,yes
6380524,6474523,2017-03-09,2017-04-15,Art Palace,29.7366566,-95.380711,3913 Main Street,houston,77002,www.artpalacegallery.com,14924476,2017-03-09,2017-04-15,37,3,spring,no
6381141,9634931,2011-08-19,2011-09-05,Poissant Gallery,29.7712510408163,-95.4126534897959,5102 Center Street,houston,77007,www.poissantgallery.com,NA,2011-08-19,2011-09-05,17,8,summer,yes
6381807,1077923,2014-06-18,2014-06-18,Aurora Picture Show,29.7272886610268,-95.4156053071649,2442 Bartlett Street,houston,77098,aurorapictureshow.org/pages/home.asp,NA,2014-06-18,2014-06-18,0,6,summer,yes
6383148,2857335,2013-05-11,2013-05-11,G Gallery,29.7910235,-95.3949771,301 East 11 Street,houston,77008,www.ggalleryhouston.com,NA,2013-05-11,2013-05-11,0,5,spring,yes
6385416,1153402,2007-02-23,2007-05-13,Menil Collection,29.737713,-95.3978528571429,1515 Sul Ross Street,houston,77006,www.menil.org,4420468,2007-02-23,2007-05-13,79,2,winter,no
6385416,1153402,2007-02-23,2007-05-13,Menil Collection,29.737713,-95.3978528571429,1515 Sul Ross Street,houston,77006,www.menil.org,9408273,2007-02-23,2007-05-13,79,2,winter,no
6386277,7128662,2018-09-06,2018-10-31,Czech Center Museum,29.729198122449,-95.3844670408163,4920 San Jacinto Street,houston,77004,NULL,NA,2018-09-06,2018-10-31,55,9,fall,yes
6386343,4578810,2007-09-08,2007-12-19,Art Car Museum,29.7669703469388,-95.3971324285714,140 Heights Boulevard,houston,77007,www.artcarmuseum.com,NA,2007-09-08,2007-12-19,102,9,fall,yes
6386492,6474523,2014-04-11,2014-05-24,Art Palace,29.7366566,-95.380711,3913 Main Street,houston,77002,www.artpalacegallery.com,7356590,2014-04-11,2014-05-24,43,4,spring,no
6386770,4346308,2009-01-17,2009-02-08,para/site,29.7319513673469,-95.365307755102,2519 Holman Street,houston,77004,galeriaperdida.com/main.html,2401513,2009-01-17,2009-02-08,22,1,winter,no
6389775,14330106,2018-04-13,2018-05-05,Foltz Fine Art,29.7424664,-95.4125566,2143 Westheimer Road,houston,77098,www.reavesart.com/index.php,13366819,2018-04-13,2018-05-05,22,4,spring,no
6391143,9576675,2012-06-02,2012-07-01,Redbud Gallery,29.7908181428571,-95.3951453673469,303 East 11th Street,houston,77008,www.redbudgallery.com,15063737,2012-06-02,2012-07-01,29,6,summer,yes
6393341,5527059,2017-09-09,2017-10-21,McClain Gallery,29.7342822857143,-95.4138517142857,2242 Richmond Avenue,houston,77098,www.mcclaingallery.com,12038698,2017-09-09,2017-10-21,42,9,fall,yes
6393493,3155723,2015-12-05,2016-01-09,Moody Gallery,29.734756,-95.421653,2815 Colquitt Street,houston,77098,www.moodygallery.com,NA,2015-12-05,2016-01-09,35,12,winter,no
6394340,11856697,2019-06-21,2019-08-18,Lawndale Art Center,29.7296227954545,-95.3866608181818,4912 Main Street,houston,77002,www.lawndaleartcenter.org,NA,2019-06-21,2019-08-18,58,6,summer,yes
6397883,4169497,2007-07-21,2007-08-31,Kinzelman Art Consulting,29.7246365,-95.3905619,3909 Main Street,houston,77002,www.kinzelmanart.com,9406126,2007-07-21,2007-08-31,41,7,summer,yes
6400767,1396764,2007-03-08,2007-04-14,Koelsch Gallery,29.7527419,-95.3940784,1020 Deden Street,houston,77006,www.koelschgallery.com,NA,2007-03-08,2007-04-14,37,3,spring,no
6402161,2797286,2018-04-06,2018-05-12,Anya Tish Gallery,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.anyatishgallery.com,12685247,2018-04-06,2018-05-12,36,4,spring,no
6402693,9634931,2007-09-07,2007-09-28,Poissant Gallery,29.7712510408163,-95.4126534897959,5102 Center Street,houston,77007,www.poissantgallery.com,4014364,2007-09-07,2007-09-28,21,9,fall,yes
6402693,9634931,2007-09-07,2007-09-28,Poissant Gallery,29.7712510408163,-95.4126534897959,5102 Center Street,houston,77007,www.poissantgallery.com,10803956,2007-09-07,2007-09-28,21,9,fall,yes
6403109,416130,2009-12-17,2010-01-19,Art Gallery (LSC Kingwood),30.051647,-95.245432,20000 Kingwood Drive,kingwood,77339,kingwood.lonestar.edu,NA,2009-12-17,2010-01-19,33,12,winter,no
6404004,1647308,2018-11-02,2018-11-03,DiverseWorks,29.7355171,-95.3811904,"3400 Main Street, Suite 292",houston,77002,diverseworks.org,170349,2018-11-02,2018-11-03,1,11,fall,no
6405589,6450183,2018-10-02,2018-10-30,Jung Center,29.726832,-95.391116,5200 Montrose Boulevard,houston,77006,www.cgjunghouston.org,11203505,2018-10-02,2018-10-30,28,10,fall,yes
6407466,6480276,2018-09-08,2018-10-28,The Silos on Sawyer,29.771835,-95.381568,1502 Sawyer Street,houston,77007,www.thesilosonsawyer.com,NA,2018-09-08,2018-10-28,50,9,fall,yes
6407682,4036593,2017-10-14,2017-11-19,Galveston Arts Center,29.307313,-94.792954,2127 Strand Street,galveston,77550,www.galvestonartscenter.org,10476039,2017-10-14,2017-11-19,36,10,fall,yes
6408807,1153402,2013-06-20,2013-06-20,Menil Collection,29.737713,-95.3978528571429,1515 Sul Ross Street,houston,77006,www.menil.org,15132489,2013-06-20,2013-06-20,0,6,summer,yes
6409193,9976546,2012-09-08,2012-11-01,Winter Street Studios,29.77187045,-95.3798089149235,2101 Winter Street,houston,77007,www.winterstreetstudios.net,2319,2012-09-08,2012-11-01,54,9,fall,yes
6409513,9873468,2009-01-09,2009-02-21,Bryan Miller Gallery,29.7246365,-95.3905619,3907 Main Street,houston,77002,www.bryanmillergallery.com,15948477,2009-01-09,2009-02-21,43,1,winter,no
6412919,5231713,2013-10-25,2013-11-30,Barbara Davis Gallery,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.barbaradavisgallery.com,8588407,2013-10-25,2013-11-30,36,10,fall,yes
6416075,5231713,2010-07-10,2010-08-21,Barbara Davis Gallery,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.barbaradavisgallery.com,4845149,2010-07-10,2010-08-21,42,7,summer,yes
6417264,7729187,2019-08-10,2019-10-05,BOX 13 ArtSpace,29.7372928,-95.3081826,6700 Harrisburg Boulevard,houston,77001,www.box13artspace.com,15223986,2019-08-10,2019-10-05,56,8,summer,yes
6420488,5527059,2016-03-18,2016-04-23,McClain Gallery,29.7342822857143,-95.4138517142857,2242 Richmond Avenue,houston,77098,www.mcclaingallery.com,7460861,2016-03-18,2016-04-23,36,3,spring,no
6421667,5271019,2014-11-08,2015-01-03,The UNIT Store,29.7753769,-95.3765494,"1824 Spring Street, #110",houston,77007,theunitblog.com,7248438,2014-11-08,2015-01-03,56,11,fall,no
6423309,14864515,2012-10-15,2012-11-30,Alliance Gallery (Houston Arts Alliance),29.759979,-95.400484,3201 Allen Parkway,houston,77019,www.houstonartsalliance.com/space125gallery/,14839613,2012-10-15,2012-11-30,46,10,fall,yes
6423309,14864515,2012-10-15,2012-11-30,Alliance Gallery (Houston Arts Alliance),29.759979,-95.400484,3201 Allen Parkway,houston,77019,www.houstonartsalliance.com/space125gallery/,16027522,2012-10-15,2012-11-30,46,10,fall,yes
6427202,59280,2017-10-06,2017-10-07,Asia Society Texas Center,29.7265535714286,-95.38433,1370 Southmore Boulevard,houston,77004,asiasociety.org/texas,NA,2017-10-06,2017-10-07,1,10,fall,yes
6428015,6347849,2015-11-18,2016-01-27,Blaffer Museum's Window Into Houston,29.764958,-95.361268,110 Milam Street,houston,77002,www.class.uh.edu/blaffer/,10532505,2015-11-18,2016-01-27,70,11,fall,no
6428502,10000716,2016-12-03,2017-01-05,Archway Gallery,29.7454775,-95.4018794,2305-A Dunlavy Street,houston,77006,www.archwaygallery.com,8662679,2016-12-03,2017-01-05,33,12,winter,no
6429809,14088458,2018-08-04,2018-08-26,G Spot Gallery Houston,29.7869427,-95.3946265,310 East 9th Street,houston,77008,www.ggalleryhouston.com,10936538,2018-08-04,2018-08-26,22,8,summer,yes
6429811,12330565,2013-07-13,2013-10-27,"Museum of Fine Arts, Houston (MFAH)",29.725938,-95.39462,1001 Bissonnet Street,houston,77005,www.mfah.org,6234314,2013-07-13,2013-10-27,106,7,summer,yes
6429811,12330565,2013-07-13,2013-10-27,"Museum of Fine Arts, Houston (MFAH)",29.725938,-95.39462,1001 Bissonnet Street,houston,77005,www.mfah.org,15415230,2013-07-13,2013-10-27,106,7,summer,yes
6430198,5903412,2012-04-13,2012-05-06,Gallery M Squared,29.802980244898,-95.4022954285714,339 West 19th Street,houston,77008,www.gallerymsquared.com,9759768,2012-04-13,2012-05-06,23,4,spring,no
6434655,10439642,2016-06-03,2016-07-09,Cindy Lisica Gallery,29.7327623,-95.3907816,4411 Montrose Boulevard,houston,77006,cindy-lisica.squarespace.com,351019,2016-06-03,2016-07-09,36,6,summer,yes
6438817,1540059,2017-03-08,2017-04-14,Williams Tower Gallery,29.737804,-95.460759,2800 Post Oak Boulevard,houston,77056,NULL,NA,2017-03-08,2017-04-14,37,3,spring,no
6439270,3155723,2015-09-12,2015-10-17,Moody Gallery,29.734756,-95.421653,2815 Colquitt Street,houston,77098,www.moodygallery.com,596845,2015-09-12,2015-10-17,35,9,fall,yes
6442909,5527059,2010-09-18,2010-10-09,McClain Gallery,29.7342822857143,-95.4138517142857,2242 Richmond Avenue,houston,77098,www.mcclaingallery.com,1634305,2010-09-18,2010-10-09,21,9,fall,yes
6442909,5527059,2010-09-18,2010-10-09,McClain Gallery,29.7342822857143,-95.4138517142857,2242 Richmond Avenue,houston,77098,www.mcclaingallery.com,6339104,2010-09-18,2010-10-09,21,9,fall,yes
6442909,5527059,2010-09-18,2010-10-09,McClain Gallery,29.7342822857143,-95.4138517142857,2242 Richmond Avenue,houston,77098,www.mcclaingallery.com,9036448,2010-09-18,2010-10-09,21,9,fall,yes
6445156,695791,2014-03-22,2014-05-03,Aker Imaging Gallery,29.769926,-95.408822,4708 Lillian Street,houston,77007,www.akerimaging.com,9258618,2014-03-22,2014-05-03,42,3,spring,no
6445665,15797266,2013-01-12,2013-02-09,Catherine Couturier Gallery,29.7347642653061,-95.419156244898,2635 Colquitt Street,houston,77098,www.johnclearygallery.com,3241957,2013-01-12,2013-02-09,28,1,winter,no
6445665,15797266,2013-01-12,2013-02-09,Catherine Couturier Gallery,29.7347642653061,-95.419156244898,2635 Colquitt Street,houston,77098,www.johnclearygallery.com,4021310,2013-01-12,2013-02-09,28,1,winter,no
6446890,6022610,2017-12-08,2018-01-05,Houston Center for Photography,29.7386353673469,-95.3964656122449,1441 West Alabama Street,houston,77006,www.hcponline.org,7959929,2017-12-08,2018-01-05,28,12,winter,no
6446984,6249733,2015-10-29,2015-12-04,Gallery 220 (HBU),29.6980291836735,-95.5152786326531,"7502 Fondren Road, University Academic Center",houston,77074,NULL,6944010,2015-10-29,2015-12-04,36,10,fall,yes
6448144,10137684,2008-08-29,2008-11-30,Houston Center for Contemporary Craft,29.730715804878,-95.3858012682927,4848 Main Street,houston,77002,www.crafthouston.org,1026811,2008-08-29,2008-11-30,93,8,summer,yes
6448144,10137684,2008-08-29,2008-11-30,Houston Center for Contemporary Craft,29.730715804878,-95.3858012682927,4848 Main Street,houston,77002,www.crafthouston.org,1243167,2008-08-29,2008-11-30,93,8,summer,yes
6448144,10137684,2008-08-29,2008-11-30,Houston Center for Contemporary Craft,29.730715804878,-95.3858012682927,4848 Main Street,houston,77002,www.crafthouston.org,3165152,2008-08-29,2008-11-30,93,8,summer,yes
6448144,10137684,2008-08-29,2008-11-30,Houston Center for Contemporary Craft,29.730715804878,-95.3858012682927,4848 Main Street,houston,77002,www.crafthouston.org,4041052,2008-08-29,2008-11-30,93,8,summer,yes
6448144,10137684,2008-08-29,2008-11-30,Houston Center for Contemporary Craft,29.730715804878,-95.3858012682927,4848 Main Street,houston,77002,www.crafthouston.org,6711442,2008-08-29,2008-11-30,93,8,summer,yes
6448144,10137684,2008-08-29,2008-11-30,Houston Center for Contemporary Craft,29.730715804878,-95.3858012682927,4848 Main Street,houston,77002,www.crafthouston.org,7486768,2008-08-29,2008-11-30,93,8,summer,yes
6448144,10137684,2008-08-29,2008-11-30,Houston Center for Contemporary Craft,29.730715804878,-95.3858012682927,4848 Main Street,houston,77002,www.crafthouston.org,8538337,2008-08-29,2008-11-30,93,8,summer,yes
